100
100
20
24300
10 10 0
11 10 0
12 10 0
13 10 0
14 10 0
10 11 0
11 11 0
12 11 0
13 11 0
14 11 0
10 12 0
11 12 0
12 12 0
13 12 0
14 12 0
10 13 0
11 13 0
12 13 0
13 13 0
14 13 0
10 14 0
11 14 0
12 14 0
13 14 0
14 14 0
90 10 0
89 10 0
88 10 0
87 10 0
86 10 0
90 11 0
89 11 0
88 11 0
87 11 0
86 11 0
90 12 0
89 12 0
88 12 0
87 12 0
86 12 0
90 13 0
89 13 0
88 13 0
87 13 0
86 13 0
90 14 0
89 14 0
88 14 0
87 14 0
86 14 0
10 90 0
11 90 0
12 90 0
13 90 0
14 90 0
10 89 0
11 89 0
12 89 0
13 89 0
14 89 0
10 88 0
11 88 0
12 88 0
13 88 0
14 88 0
10 87 0
11 87 0
12 87 0
13 87 0
14 87 0
10 86 0
11 86 0
12 86 0
13 86 0
14 86 0
90 90 0
89 90 0
88 90 0
87 90 0
86 90 0
90 89 0
89 89 0
88 89 0
87 89 0
86 89 0
90 88 0
89 88 0
88 88 0
87 88 0
86 88 0
90 87 0
89 87 0
88 87 0
87 87 0
86 87 0
90 86 0
89 86 0
88 86 0
87 86 0
86 86 0
10 25 0
11 25 0
12 25 0
13 25 0
14 25 0
10 26 0
11 26 0
12 26 0
13 26 0
14 26 0
10 27 0
11 27 0
12 27 0
13 27 0
14 27 0
10 28 0
11 28 0
12 28 0
13 28 0
14 28 0
10 29 0
11 29 0
12 29 0
13 29 0
14 29 0
10 30 0
11 30 0
12 30 0
13 30 0
14 30 0
10 31 0
11 31 0
12 31 0
13 31 0
14 31 0
10 32 0
11 32 0
12 32 0
13 32 0
14 32 0
10 33 0
11 33 0
12 33 0
13 33 0
14 33 0
10 34 0
11 34 0
12 34 0
13 34 0
14 34 0
10 35 0
11 35 0
12 35 0
13 35 0
14 35 0
10 36 0
11 36 0
12 36 0
13 36 0
14 36 0
10 37 0
11 37 0
12 37 0
13 37 0
14 37 0
10 38 0
11 38 0
12 38 0
13 38 0
14 38 0
10 39 0
11 39 0
12 39 0
13 39 0
14 39 0
10 40 0
11 40 0
12 40 0
13 40 0
14 40 0
10 41 0
11 41 0
12 41 0
13 41 0
14 41 0
10 42 0
11 42 0
12 42 0
13 42 0
14 42 0
10 43 0
11 43 0
12 43 0
13 43 0
14 43 0
10 44 0
11 44 0
12 44 0
13 44 0
14 44 0
10 45 0
11 45 0
12 45 0
13 45 0
14 45 0
10 46 0
11 46 0
12 46 0
13 46 0
14 46 0
10 47 0
11 47 0
12 47 0
13 47 0
14 47 0
10 48 0
11 48 0
12 48 0
13 48 0
14 48 0
10 49 0
11 49 0
12 49 0
13 49 0
14 49 0
10 50 0
11 50 0
12 50 0
13 50 0
14 50 0
10 51 0
11 51 0
12 51 0
13 51 0
14 51 0
10 52 0
11 52 0
12 52 0
13 52 0
14 52 0
10 53 0
11 53 0
12 53 0
13 53 0
14 53 0
10 54 0
11 54 0
12 54 0
13 54 0
14 54 0
10 55 0
11 55 0
12 55 0
13 55 0
14 55 0
10 56 0
11 56 0
12 56 0
13 56 0
14 56 0
10 57 0
11 57 0
12 57 0
13 57 0
14 57 0
10 58 0
11 58 0
12 58 0
13 58 0
14 58 0
10 59 0
11 59 0
12 59 0
13 59 0
14 59 0
10 60 0
11 60 0
12 60 0
13 60 0
14 60 0
10 61 0
11 61 0
12 61 0
13 61 0
14 61 0
10 62 0
11 62 0
12 62 0
13 62 0
14 62 0
10 63 0
11 63 0
12 63 0
13 63 0
14 63 0
10 64 0
11 64 0
12 64 0
13 64 0
14 64 0
10 65 0
11 65 0
12 65 0
13 65 0
14 65 0
10 66 0
11 66 0
12 66 0
13 66 0
14 66 0
10 67 0
11 67 0
12 67 0
13 67 0
14 67 0
10 68 0
11 68 0
12 68 0
13 68 0
