100
100
2700
10 10
10 11
10 12
10 13
10 14
11 10
11 11
11 12
11 13
11 14
12 10
12 11
12 12
12 13
12 14
13 10
13 11
13 12
13 13
13 14
14 10
14 11
14 12
14 13
14 14
10 90
10 89
10 88
10 87
10 86
11 90
11 89
11 88
11 87
11 86
12 90
12 89
12 88
12 87
12 86
13 90
13 89
13 88
13 87
13 86
14 90
14 89
14 88
14 87
14 86
90 10
90 11
90 12
90 13
90 14
89 10
89 11
89 12
89 13
89 14
88 10
88 11
88 12
88 13
88 14
87 10
87 11
87 12
87 13
87 14
86 10
86 11
86 12
86 13
86 14
90 90
90 89
90 88
90 87
90 86
89 90
89 89
89 88
89 87
89 86
88 90
88 89
88 88
88 87
88 86
87 90
87 89
87 88
87 87
87 86
86 90
86 89
86 88
86 87
86 86
25 10
25 11
25 12
25 13
25 14
26 10
26 11
26 12
26 13
26 14
27 10
27 11
27 12
27 13
27 14
28 10
28 11
28 12
28 13
28 14
29 10
29 11
29 12
29 13
29 14
30 10
30 11
30 12
30 13
30 14
31 10
31 11
31 12
31 13
31 14
32 10
32 11
32 12
32 13
32 14
33 10
33 11
33 12
33 13
33 14
34 10
34 11
34 12
34 13
34 14
35 10
35 11
35 12
35 13
35 14
36 10
36 11
36 12
36 13
36 14
37 10
37 11
37 12
37 13
37 14
38 10
38 11
38 12
38 13
38 14
39 10
39 11
39 12
39 13
39 14
40 10
40 11
40 12
40 13
40 14
41 10
41 11
41 12
41 13
41 14
42 10
42 11
42 12
42 13
42 14
43 10
43 11
43 12
43 13
43 14
44 10
44 11
44 12
44 13
44 14
45 10
45 11
45 12
45 13
45 14
46 10
46 11
46 12
46 13
46 14
47 10
47 11
47 12
47 13
47 14
48 10
48 11
48 12
48 13
48 14
49 10
49 11
49 12
49 13
49 14
50 10
50 11
50 12
50 13
50 14
51 10
51 11
51 12
51 13
51 14
52 10
52 11
52 12
52 13
52 14
53 10
53 11
53 12
53 13
53 14
54 10
54 11
54 12
54 13
54 14
55 10
55 11
55 12
55 13
55 14
56 10
56 11
56 12
56 13
56 14
57 10
57 11
57 12
57 13
57 14
58 10
58 11
58 12
58 13
58 14
59 10
59 11
59 12
59 13
59 14
60 10
60 11
60 12
60 13
60 14
61 10
61 11
61 12
61 13
61 14
62 10
62 11
62 12
62 13
62 14
63 10
63 11
63 12
63 13
63 14
64 10
64 11
64 12
64 13
64 14
65 10
65 11
65 12
65 13
65 14
66 10
66 11
66 12
66 13
66 14
67 10
67 11
67 12
67 13
67 14
68 10
68 11
68 12
68 13
68 14
69 10
69 11
69 12
69 13
69 14
70 10
70 11
70 12
70 13
70 14
71 10
71 11
71 12
71 13
71 14
72 10
72 11
72 12
72 13
72 14
73 10
73 11
73 12
73 13
73 14
74 10
74 11
74 12
74 13
74 14
25 90
25 89
25 88
25 87
25 86
26 90
26 89
26 88
26 87
26 86
27 90
27 89
27 88
27 87
27 86
28 90
28 89
28 88
28 87
28 86
29 90
29 89
29 88
29 87
29 86
30 90
30 89
30 88
30 87
30 86
31 90
31 89
31 88
31 87
31 86
32 90
32 89
32 88
32 87
32 86
33 90
33 89
33 88
33 87
33 86
34 90
34 89
34 88
34 87
34 86
35 90
35 89
35 88
35 87
35 86
36 90
36 89
36 88
36 87
36 86
37 90
37 89
37 88
37 87
37 86
38 90
38 89
38 88
38 87
38 86
39 90
39 89
39 88
39 87
39 86
40 90
40 89
40 88
40 87
40 86
41 90
41 89
41 88
41 87
41 86
42 90
42 89
42 88
42 87
42 86
43 90
43 89
43 88
43 87
43 86
44 90
44 89
44 88
44 87
44 86
45 90
45 89
45 88
45 87
45 86
46 90
46 89
46 88
46 87
46 86
47 90
47 89
47 88
47 87
47 86
48 90
48 89
48 88
48 87
48 86
49 90
49 89
49 88
49 87
49 86
50 90
50 89
50 88
50 87
50 86
51 90
51 89
51 88
51 87
51 86
52 90
52 89
52 88
52 87
52 86
53 90
53 89
53 88
53 87
53 86
54 90
54 89
54 88
54 87
54 86
55 90
55 89
55 88
55 87
55 86
56 90
56 89
56 88
56 87
56 86
57 90
57 89
57 88
57 87
57 86
58 90
58 89
58 88
58 87
58 86
59 90
59 89
59 88
59 87
59 86
60 90
60 89
60 88
60 87
60 86
61 90
61 89
61 88
61 87
61 86
62 90
62 89
62 88
62 87
62 86
63 90
63 89
63 88
63 87
63 86
64 90
64 89
64 88
64 87
64 86
65 90
65 89
65 88
65 87
65 86
66 90
66 89
66 88
66 87
66 86
67 90
67 89
67 88
67 87
67 86
68 90
68 89
68 88
68 87
68 86
69 90
69 89
69 88
69 87
69 86
70 90
70 89
70 88
70 87
70 86
71 90
71 89
71 88
71 87
71 86
72 90
72 89
72 88
72 87
72 86
73 90
73 89
73 88
73 87
73 86
74 90
74 89
74 88
74 87
74 86
10 25
11 25
12 25
13 25
14 25
10 26
11 26
12 26
13 26
14 26
10 27
11 27
12 27
13 27
14 27
10 28
11 28
12 28
13 28
14 28
10 29
11 29
12 29
13 29
14 29
10 30
11 30
12 30
13 30
14 30
10 31
11 31
12 31
13 31
14 31
10 32
11 32
12 32
13 32
14 32
10 33
11 33
12 33
13 33
14 33
10 34
11 34
12 34
13 34
14 34
10 35
11 35
12 35
13 35
14 35
10 36
11 36
12 36
13 36
14 36
10 37
11 37
12 37
13 37
14 37
10 38
11 38
12 38
13 38
14 38
10 39
11 39
12 39
13 39
14 39
10 40
11 40
12 40
13 40
14 40
10 41
11 41
12 41
13 41
14 41
10 42
11 42
12 42
